"iso3c","year","gini_disp","gini_mkt","gini_disp_se","gini_mkt_se"
"CAF",2004,52.4,55.4,3.1,3.4
"CAF",2005,52.4,55.5,3.1,3.4
"CAF",2006,52.6,55.8,3.1,3.4
"CAF",2007,52.8,56,3.3,3.4
"CAF",2008,53,56.3,3.3,3.5
"CAN",1986,28.2,41.4,0.4,0.5
"CAN",1987,28.1,41,0.5,0.7
"CAN",1988,27.8,41,0.4,0.6
"CAN",1989,27.8,41,0.4,0.6
"CAN",1990,28.2,41.7,0.4,0.5
"CAN",1991,28.5,42.3,0.5,0.7
"CAN",1992,29,42.9,0.4,0.6
"CAN",1993,29,43.1,0.4,0.5
"CAN",1994,28.8,43.9,0.4,0.5
"CAN",1995,29.3,43.8,0.4,0.6
"CAN",1996,29.8,44.4,0.4,0.6
"CAN",1997,29.6,44.8,0.4,0.6
"CAN",1998,30.4,45.8,0.5,0.6
"CAN",1999,30.7,45.6,0.4,0.6
"CAN",2000,31,45.7,0.5,0.6
"CAN",2001,31,45.8,0.5,0.6
"CAN",2002,31,45.8,0.5,0.6
"CAN",2003,31,45.8,0.5,0.6
"CAN",2004,31.2,46.2,0.6,0.6
"CAN",2005,31,45.9,0.5,0.6
"CAN",2006,30.9,45.8,0.4,0.6
"CAN",2007,31.1,46.1,0.5,0.6
"CAN",2008,31,45.9,0.5,0.6
"CAN",2009,31,46,0.4,0.6
"CAN",2010,31.2,46.4,0.6,0.7
"CAN",2011,31,46.1,0.4,0.6
"CAN",2012,31.5,46.7,0.6,0.7
"CAN",2013,31.7,47.1,0.6,0.7
"CAN",2014,31.5,47.1,0.6,0.7
"CAN",2015,31.5,47.4,0.6,0.7
"CAN",2016,31.1,47.4,0.6,0.7
"CAN",2017,31.1,47.5,0.5,0.7
"CAN",2018,30.7,46.7,0.7,0.9
"CHE",1986,30.6,39.8,1.6,1.8
"CHE",1987,30.5,39.9,1.6,1.8
"CHE",1988,30.4,39.9,1.6,1.8
"CHE",1989,30.3,39.9,1.5,1.7
"CHE",1990,30.3,39.9,1.4,1.7
"CHE",1991,30.2,40,1.4,1.5
"CHE",1992,30.1,40,1.3,1.4
"CHE",1993,29.9,39.9,1.3,1.6
"CHE",1994,29.7,39.8,1.4,1.7
"CHE",1995,29.4,39.8,1.5,1.8
"CHE",1996,29.1,39.7,1.5,1.8
"CHE",1997,28.9,39.6,1.4,1.7
"CHE",1998,28.6,39.6,1.3,1.7
"CHE",1999,28.3,39.5,1.2,1.5
"CHE",2000,28.1,39.5,1,1.3
"CHE",2001,27.9,39.5,1,1.3
"CHE",2002,27.7,39.6,0.9,1.1
"CHE",2003,27.7,39.8,0.9,1.2
"CHE",2004,27.7,39.9,0.8,1.1
"CHE",2005,28.2,40.1,0.8,1.1
"CHE",2006,28.7,40.4,0.8,1
"CHE",2007,29.2,40.5,0.7,0.9
"CHE",2008,29,40.5,0.7,0.9
"CHE",2009,28.7,40.5,0.7,0.9
"CHE",2010,28.7,40.5,0.8,0.8
"CHE",2011,28.3,40.2,0.7,1
"CHE",2012,28.3,40.3,0.7,1
"CHE",2013,28.6,40.7,0.8,1
"CHE",2014,28.6,40.5,0.8,1.1
"CHE",2015,28.7,40.4,0.9,1.2
"CHE",2016,28.8,40.4,1,1.4
"CHE",2017,28.8,40.4,1.2,1.6
"CHL",1986,48.1,52.6,1,1.2
"CHL",1987,48.3,52.8,0.7,0.7
"CHL",1988,48.2,52.8,0.9,1
"CHL",1989,48.1,52.7,0.8,0.9
"CHL",1990,48,52.6,0.6,0.7
"CHL",1991,47.7,52.2,0.7,0.8
"CHL",1992,47.6,51.9,0.5,0.7
"CHL",1993,47.9,52.2,0.8,0.8
"CHL",1994,48.2,52.5,0.6,0.6
"CHL",1995,48.2,52.6,0.8,0.9
"CHL",1996,48.2,52.6,0.7,0.8
"CHL",1997,48.4,52.7,0.8,0.9
"CHL",1998,48.5,52.8,0.6,0.7
"CHL",1999,48.5,53,0.8,0.9
"CHL",2000,48.5,53.2,0.7,0.8
"CHL",2001,48.3,52.9,0.9,1
"CHL",2002,48,52.6,0.8,1
"CHL",2003,47.7,52.3,0.5,0.7
"CHL",2004,47.2,51.8,0.8,0.9
"CHL",2005,46.7,51.3,0.8,0.9
"CHL",2006,46.2,50.9,0.6,0.6
"CHL",2007,46,51.1,0.9,0.9
"CHL",2008,45.8,51.3,0.9,1
"CHL",2009,45.6,51.4,0.8,0.8
"CHL",2010,45.3,51.2,0.8,1
"CHL",2011,45,51,0.7,0.8
"CHL",2012,44.7,50.7,0.8,0.9
"CHL",2013,44.4,50.5,0.7,0.7
"CHL",2014,44.1,50.2,0.8,0.8
"CHL",2015,43.9,49.9,0.5,0.6
"CHL",2016,43.9,50.1,0.7,0.8
"CHL",2017,44,50.2,0.6,0.5
"CHN",1986,28.9,30.3,0.9,1.4
"CHN",1987,29.7,30.9,0.9,1.4
"CHN",1988,30.7,31.7,0.9,1.4
"CHN",1989,31.4,32.4,1,1.4
"CHN",1990,32,33,0.9,1.4
"CHN",1991,32.7,33.7,0.9,1.4
"CHN",1992,33.6,34.4,1,1.4
"CHN",1993,34.5,35.2,1,1.5
"CHN",1994,35.2,35.8,1,1.5
"CHN",1995,35.6,36.4,1,1.4
"CHN",1996,35.8,36.8,0.9,1.4
"CHN",1997,36.3,37.4,1,1.4
"CHN",1998,36.9,38.1,1,1.4
"CHN",1999,37.7,38.8,0.9,1.3
"CHN",2000,38.6,39.8,0.9,1.2
"CHN",2001,39.7,40.8,0.9,1
"CHN",2002,40.9,41.8,0.6,0.7
"CHN",2003,41.4,42.2,0.8,1.1
"CHN",2004,41.9,42.5,0.9,1.2
"CHN",2005,42.2,42.7,1,1.3
"CHN",2006,42.5,42.9,1.1,1.4
"CHN",2007,42.7,43,1.1,1.4
"CHN",2008,42.9,43,1,1.4
"CHN",2009,42.8,42.9,1.1,1.4
"CHN",2010,42.7,42.6,1.1,1.3
"CHN",2011,42.6,42.3,1,1.2
"CHN",2012,41.7,41.5,1,1.1
"CHN",2013,40.8,40.7,0.7,0.8
"CHN",2014,40.8,40.8,0.9,1.2
"CHN",2015,40.8,40.9,1.1,1.4
"CHN",2016,40.8,41,1.3,1.6
"CHN",2017,40.9,41,1.5,1.8
"CIV",1986,45.8,47.4,1.5,2.4
"CIV",1987,45.7,47.5,1.5,2.2
"CIV",1988,45.7,47.5,1.6,2.2
"CIV",1989,45.8,47.6,1.6,2.2
"CIV",1990,45.9,47.7,1.6,2.2
"CIV",1991,46,47.8,1.6,2.2
"CIV",1992,46,47.9,1.6,2.1
"CIV",1993,46.2,48.1,1.6,2.1
"CIV",1994,46.3,48.2,1.6,2
"CIV",1995,46.5,48.3,1.6,2
"CIV",1996,46.7,48.5,1.6,1.9
"CIV",1997,46.9,48.7,1.5,1.8
"CIV",1998,47.2,48.9,1.5,1.7
"CIV",1999,47.7,49.3,1.5,1.6
"CIV",2000,48.3,49.6,1.3,1.6
"CIV",2001,48.8,50,1.2,1.4
"CIV",2002,49.3,50.4,1.1,1.1
"CIV",2003,49.4,50.3,1.2,1.3
"CIV",2004,49.4,50.2,1.3,1.4
"CIV",2005,49.4,50.2,1.4,1.5
"CIV",2006,49.4,50.1,1.3,1.5
"CIV",2007,49.4,50.1,1.3,1.4
"CIV",2008,49.4,50,1.2,1.3
"CIV",2009,49.7,50.4,1.3,1.4
"CIV",2010,50.1,50.7,1.4,1.5
"CIV",2011,50.4,51.1,1.4,1.5
"CIV",2012,50.8,51.5,1.4,1.5
"CIV",2013,51.1,51.9,1.3,1.5
"CIV",2014,51.4,52.2,1.2,1.3
"CIV",2015,51.8,52.6,1.1,1
"CMR",1996,44.1,46.9,2.7,2.8
"CMR",1997,44.2,47,2.7,2.8
"CMR",1998,44.2,47,2.7,2.8
"CMR",1999,44.2,47,2.6,2.6
"CMR",2000,44.2,47.1,2.6,2.6
"CMR",2001,44.2,47.1,2.5,2.5
"CMR",2002,44.3,47.2,2.5,2.6
"CMR",2003,44.3,47.2,2.6,2.5
"CMR",2004,44.4,47.3,2.5,2.6
"CMR",2005,44.4,47.4,2.7,2.6
"CMR",2006,44.5,47.4,2.6,2.7
"CMR",2007,44.6,47.5,2.6,2.6
"CMR",2008,44.6,47.6,2.6,2.6
"CMR",2009,44.7,47.7,2.7,2.8
"CMR",2010,44.8,47.8,2.8,2.8
"CMR",2011,44.8,47.9,2.8,2.8
"CMR",2012,44.9,48,2.8,2.9
"CMR",2013,44.9,48.1,2.8,3
"CMR",2014,45,48.2,2.9,3
"COD",2004,43.8,46.2,2.9,3.1
"COD",2005,43.9,46.2,2.9,3.1
"COD",2006,43.9,46.3,3.1,3.2
"COD",2007,43.9,46.3,3.1,3.2
"COD",2008,43.9,46.3,3.1,3.2
"COD",2009,43.9,46.3,3.1,3.1
"COD",2010,44,46.3,3.1,3.2
"COD",2011,43.9,46.3,3,3.2
"COD",2012,43.9,46.3,3,3.2
"COG",2005,47.8,50.5,2.9,2.9
"COG",2006,47.9,50.7,2.9,2.8
"COG",2007,48,50.8,3,3
"COG",2008,48.1,51,3,3
"COG",2009,48.2,51.1,3.1,3.1
"COG",2010,48.3,51.2,3.1,3
"COG",2011,48.4,51.3,3.1,3.1
"COL",1986,50.7,52.1,2.1,2.5
"COL",1987,50.6,52.1,2,2.4
"COL",1988,50.7,52.1,1.8,2.3
"COL",1989,50.7,52.1,1.8,2.3
"COL",1990,50.7,52.1,1.7,2.2
"COL",1991,50.8,52.1,1.7,2
"COL",1992,50.9,52.2,1.6,1.9
"COL",1993,51.1,52.4,1.6,1.9
"COL",1994,51.3,52.7,1.5,1.9
"COL",1995,51.5,52.9,1.5,1.8
"COL",1996,51.6,53.1,1.4,1.8
"COL",1997,51.7,53.2,1.4,1.7
"COL",1998,51.7,53.3,1.3,1.6
"COL",1999,51.7,53.3,1.2,1.5
"COL",2000,51.7,53.3,1.1,1.4
"COL",2001,51.5,53.1,1,1.3
"COL",2002,51.3,52.9,0.9,1.2
"COL",2003,50.9,52.6,0.9,1.1
"COL",2004,51.1,52.7,0.9,1
"COL",2005,51.1,52.6,0.8,1
"COL",2006,51.5,52.6,0.7,0.9
"COL",2007,51.9,52.7,0.4,0.3
"COL",2008,51.2,52.2,0.6,0.8
"COL",2009,50.4,51.5,0.6,0.8
"COL",2010,49.7,50.8,0.3,0.3
"COL",2011,49.2,50.5,0.7,0.8
"COL",2012,48.7,50.1,0.7,0.8
"COL",2013,48.2,49.6,0.4,0.3
"COL",2014,47.9,49.3,0.6,0.8
"COL",2015,47,48.6,0.6,0.8
"COL",2016,46.2,47.9,0.4,0.4
"COL",2017,46.1,47.8,0.8,0.9
"COL",2018,46.2,47.8,1.1,1.3
"COM",2004,55.6,59.4,3.6,3.7
"COM",2005,55.7,59.3,3.7,3.7
"COM",2006,55.6,59.2,3.7,3.8
"COM",2007,55.5,59.1,3.7,3.8
"COM",2008,55.4,58.9,3.7,3.9
"COM",2009,55.3,58.7,3.8,4
"COM",2010,55.2,58.6,3.8,4
"COM",2011,55,58.5,3.7,3.9
"COM",2012,54.9,58.3,3.9,4.1
"COM",2013,54.8,58.1,3.9,4.1
"COM",2014,54.7,57.9,3.9,4.2
"CPV",1999,50.6,53.9,2.5,2.6
"CPV",2000,50.6,54,2.4,2.4
"CPV",2001,50.7,54.1,2.2,2.3
"CPV",2002,50.7,54.1,2.2,2.3
"CPV",2003,50.6,53.9,2.2,2.3
"CPV",2004,50.4,53.7,2.3,2.3
"CPV",2005,50.3,53.5,2.2,2.3
"CPV",2006,50.1,53.3,2.3,2.3
"CPV",2007,49.9,53,2.2,2.3
"CPV",2008,49.8,52.9,2.4,2.4
"CPV",2009,49.6,52.8,2.5,2.4
"CPV",2010,49.5,52.6,2.6,2.6
"CPV",2011,49.5,52.5,2.6,2.7
"CPV",2012,49.4,52.4,2.6,2.8
"CPV",2013,49.3,52.3,2.7,2.8
"CPV",2014,49.1,52.1,2.7,3
"CPV",2015,49,52,2.8,3.1
"CRI",1986,39.9,44,1.4,2.2
"CRI",1987,40.1,44.1,1.4,2
"CRI",1988,40.3,44.2,1.2,1.9
"CRI",1989,40.6,44.5,1.1,1.8
"CRI",1990,40.9,44.7,1,1.7
"CRI",1991,41.2,45,1,1.7
"CRI",1992,41.4,45.2,1,1.6
"CRI",1993,41.6,45.4,1,1.7
"CRI",1994,41.9,45.7,1,1.6
"CRI",1995,42.1,45.9,1,1.7
"CRI",1996,42.3,46.2,1,1.7
"CRI",1997,42.6,46.5,1,1.7
"CRI",1998,43,46.8,1,1.6
"CRI",1999,43.5,47.3,1,1.6
"CRI",2000,44.1,47.7,1,1.7
"CRI",2001,44.7,48.2,0.9,1.6
"CRI",2002,45,48.5,1,1.6
"CRI",2003,44.9,48.6,1,1.6
"CRI",2004,44.8,48.7,1,1.6
"CRI",2005,44.8,48.7,1,1.6
"CRI",2006,45,48.9,1,1.5
"CRI",2007,45.1,49.1,1,1.6
"CRI",2008,45.3,49.3,1,1.5
"CRI",2009,45.5,49.5,0.9,1.5
"CRI",2010,45.6,49.6,0.8,1.3
"CRI",2011,45.7,49.8,0.9,1.3
"CRI",2012,45.9,50,0.9,1.4
"CRI",2013,46.1,50.2,0.9,1.4
"CRI",2014,46,50.1,0.9,1.4
"CRI",2015,45.9,50.1,0.9,1.4
"CRI",2016,45.9,50.1,0.9,1.5
"CRI",2017,45.9,50.1,1,1.6
"CRI",2018,46,50.2,1.2,1.7
"CRI",2019,46,50.2,1.4,1.9
"CYP",1986,30.4,46.3,2.5,4.6
"CYP",1987,30.3,46.4,2.5,4.4
"CYP",1988,30.3,46.5,2.4,4.3
"CYP",1989,30.2,46.6,2.4,4.2
"CYP",1990,30.2,46.8,2.3,4.2
"CYP",1991,30.1,46.8,2.3,4.2
"CYP",1992,30.1,46.9,2.3,4.3
"CYP",1993,30,47,2.3,4.3
"CYP",1994,29.9,47.1,2.3,4.1
"CYP",1995,29.9,47.2,2.2,4.1
"CYP",1996,29.8,47.3,2.2,3.9
"CYP",1997,29.7,47.4,2.2,3.9
"CYP",1998,29.7,47.5,2.1,3.9
"CYP",1999,29.7,47.6,2,3.8
"CYP",2000,29.6,47.7,2,3.7
"CYP",2001,29.6,47.8,2,3.6
"CYP",2002,29.6,47.9,1.9,3.6
"CYP",2003,29.5,48,1.9,3.6
"CYP",2004,29.5,48.1,1.8,3.6
"CYP",2005,29.5,48.2,1.7,3.5
"CYP",2006,29.6,48.2,1.7,3.4
"CYP",2007,29.6,48.3,1.7,3.5
"CYP",2008,29.7,48.5,1.6,3.4
"CYP",2009,29.8,48.5,1.7,3.4
"CYP",2010,29.9,48.7,1.6,3.4
"CYP",2011,30,48.8,1.6,3.4
"CYP",2012,30.2,48.9,1.7,3.4
"CYP",2013,30.3,49,1.7,3.6
"CYP",2014,30.3,49,1.7,3.6
"CYP",2015,30.3,49,1.8,3.6
"CYP",2016,30.2,49,1.9,3.8
"CYP",2017,30.2,49,2,3.9
"CZE",1988,20.1,37,1,1.5
"CZE",1989,19.9,37.1,0.8,1.3
"CZE",1990,20.2,37.8,0.8,1.1
"CZE",1991,20.6,38.6,0.8,1
"CZE",1992,20.9,39.5,0.6,0.7
"CZE",1993,21.9,40.3,0.7,0.9
"CZE",1994,23,41.2,0.8,1
"CZE",1995,23.9,41.9,0.7,0.9
"CZE",1996,25,42.7,0.5,0.7
"CZE",1997,24.7,43,0.7,1
"CZE",1998,24.5,43.2,0.8,1.1
"CZE",1999,24.6,43.7,0.9,1.2
"CZE",2000,24.9,44.2,0.9,1.2
"CZE",2001,25.1,44.8,0.8,1.1
"CZE",2002,25.4,45.3,0.7,1
"CZE",2003,25.6,45.5,0.8,1
"CZE",2004,25.7,45.6,0.7,0.9
"CZE",2005,25.7,45.4,0.6,0.9
"CZE",2006,25.5,45.2,0.6,0.8
"CZE",2007,25.3,44.9,0.6,0.7
"CZE",2008,25.2,44.6,0.6,0.9
"CZE",2009,25.2,44.5,0.6,0.8
"CZE",2010,25.3,44.6,0.6,0.8
"CZE",2011,25.2,44.6,0.6,0.9
"CZE",2012,25.1,44.5,0.6,0.8
"CZE",2013,25.2,44.8,0.7,0.8
"CZE",2014,25.2,44.5,0.6,0.9
"CZE",2015,25.1,44.3,0.7,0.9
"CZE",2016,24.9,44,0.6,0.9
"CZE",2017,24.6,43.6,0.7,1.1
"DEU",1986,24.8,43,0.7,1
"DEU",1987,25,43.3,0.7,0.9
"DEU",1988,25,43.4,0.7,1
"DEU",1989,25.2,43.9,0.7,1
"DEU",1990,25.4,44.3,0.6,0.9
"DEU",1991,25.8,44.6,0.7,0.9
"DEU",1992,25.7,45,0.7,1
"DEU",1993,25.8,45.4,0.8,1
"DEU",1994,25.9,45.7,0.7,1
"DEU",1995,25.8,45.9,0.7,0.9
"DEU",1996,25.6,46.1,0.8,1
"DEU",1997,25.6,46.4,0.8,1
"DEU",1998,25.6,46.8,0.7,0.9
"DEU",1999,25.8,47.2,0.7,0.9
"DEU",2000,26.1,47.9,0.6,0.8
"DEU",2001,26.7,48.8,0.6,0.7
"DEU",2002,26.9,49.4,0.5,0.8
"DEU",2003,27,49.9,0.6,0.7
"DEU",2004,27.5,50.3,0.6,0.8
"DEU",2005,28.2,50.9,0.6,0.8
"DEU",2006,28.3,51.1,0.6,0.8
"DEU",2007,28.4,51.1,0.6,0.8
"DEU",2008,28.5,51.1,0.7,0.8
"DEU",2009,28.4,51.2,0.6,0.8
"DEU",2010,28.5,51.2,0.5,0.7
"DEU",2011,28.5,51.3,0.5,0.7
"DEU",2012,28.7,51.7,0.6,0.7
"DEU",2013,28.8,52,0.5,0.7
"DEU",2014,28.9,52,0.6,0.7
"DEU",2015,29.1,52.2,0.6,0.8
"DEU",2016,29.2,52.2,0.6,0.9
"DEU",2017,29.1,52.2,0.7,1.1
"DJI",1996,41.4,43.7,3,3.3
"DJI",1997,41.5,43.8,2.9,3.3
"DJI",1998,41.6,43.9,2.9,3.2
"DJI",1999,41.6,44,2.8,3.2
"DJI",2000,41.7,44.2,2.8,3.1
"DJI",2001,41.8,44.3,2.7,2.9
"DJI",2002,41.9,44.4,2.6,2.9
"DJI",2003,42,44.5,2.6,2.9
"DJI",2004,42.1,44.6,2.6,2.9
"DJI",2005,42.1,44.8,2.5,3
"DJI",2006,42.3,44.9,2.6,3
"DJI",2007,42.3,45.1,2.7,3
"DJI",2008,42.4,45.3,2.7,3
"DJI",2009,42.5,45.4,2.8,3
"DJI",2010,42.7,45.6,2.7,3
"DJI",2011,42.8,45.7,2.8,3.1
"DJI",2012,42.8,45.8,2.7,3
"DJI",2013,42.9,45.9,2.7,3.1
"DJI",2014,42.9,45.9,2.8,3.1
"DJI",2015,42.9,45.9,2.9,3.2
"DJI",2016,42.9,45.9,2.9,3.3
"DJI",2017,42.9,45.9,3,3.3
"DMA",2002,43.5,44.3,3.8,4.4
"DMA",2003,43.6,44.3,3.8,4.5
"DMA",2004,43.7,44.5,3.8,4.5
"DMA",2005,43.8,44.6,3.8,4.5
"DMA",2006,43.9,44.7,3.7,4.5
"DMA",2007,44,44.9,3.7,4.5
"DMA",2008,44.2,45,3.8,4.4
"DMA",2009,44.3,45.1,3.8,4.5
"DMA",2010,44.3,45.1,3.8,4.6
"DNK",1986,23.2,41.6,0.7,1
"DNK",1987,24,41.5,0.6,0.7
"DNK",1988,22.9,41.4,0.6,0.9
"DNK",1989,22.3,41.5,0.6,1
"DNK",1990,22.4,41.9,0.6,0.9
"DNK",1991,22.5,42.4,0.6,0.9
"DNK",1992,23,43.3,0.5,0.8
"DNK",1993,22.6,43.1,0.6,0.9
"DNK",1994,21.9,43.1,0.6,0.8
"DNK",1995,21.8,43.9,0.3,0.4
"DNK",1996,21.8,43.1,0.6,0.8
"DNK",1997,22,42.8,0.7,0.9
"DNK",1998,22.2,42.8,0.6,0.9
"DNK",1999,22.4,43.1,0.6,0.8
"DNK",2000,22.4,43.4,0.2,0.3
"DNK",2001,22.7,43.5,0.7,0.8
"DNK",2002,22.8,43.7,0.7,0.9
"DNK",2003,22.9,44,0.6,0.8
"DNK",2004,22.9,44.4,0.2,0.4
"DNK",2005,23.4,44.3,0.5,0.7
"DNK",2006,23.9,44.3,0.5,0.7
"DNK",2007,23.8,43.7,0.3,0.3
"DNK",2008,24.2,44.8,0.6,0.7
"DNK",2009,24.5,45.6,0.5,0.8
"DNK",2010,24.7,46.2,0.3,0.4
"DNK",2011,25,46.7,0.5,0.8
"DNK",2012,25,47.1,0.6,0.8
"DNK",2013,24.8,47.4,0.3,0.4
"DNK",2014,25.4,47.7,0.6,0.8
"DNK",2015,25.6,47.8,0.6,0.8
"DNK",2016,25.4,47.7,0.3,0.4
"DNK",2017,26,48.2,0.7,1
"DNK",2018,26.2,48.4,1,1.3
"DOM",1986,45.6,48.2,2.3,3.1
"DOM",1987,45.7,48.3,2.2,3
"DOM",1988,45.8,48.4,2.1,2.9
"DOM",1989,45.9,48.5,2,2.8
"DOM",1990,45.9,48.5,2,2.8
"DOM",1991,46,48.6,1.8,2.6
"DOM",1992,46.1,48.7,1.8,2.5
"DOM",1993,46.1,48.7,1.8,2.4
"DOM",1994,46.1,48.7,1.6,2.3
"DOM",1995,46,48.7,1.4,2.2
"DOM",1996,46,48.8,1.3,2
"DOM",1997,46.3,49,1.2,2
"DOM",1998,46.8,49.2,1.2,2
"DOM",1999,47.2,49.5,1.3,1.9
"DOM",2000,47.6,49.7,1.2,1.8
"DOM",2001,47.7,49.8,1.1,1.7
"DOM",2002,47.8,49.9,1.1,1.7
"DOM",2003,48.1,50.1,1,1.6
"DOM",2004,48.1,50.1,1.1,1.6
"DOM",2005,47.8,49.9,1,1.6
"DOM",2006,47.8,49.7,1.1,1.4
"DOM",2007,47.3,49.3,1,1.3
"DOM",2008,46.6,48.8,1,1.4
"DOM",2009,46.1,48.4,1,1.5
"DOM",2010,45.5,47.9,1.1,1.5
"DOM",2011,45,47.4,1.1,1.6
"DOM",2012,44.4,47,1.1,1.7
"DOM",2013,44,46.6,1.1,1.7
"DOM",2014,43.4,46.1,1.1,1.7
"DOM",2015,43.1,45.8,1.1,1.8
"DOM",2016,42.9,45.6,1.2,1.9
"DOM",2017,42.7,45.5,1.4,2
"DOM",2018,42.6,45.4,1.6,2.3
"DZA",1988,37.6,39.9,2.8,2.9
"DZA",1989,37.5,39.8,2.7,2.8
"DZA",1990,37.4,39.7,2.7,2.8
"DZA",1991,37.3,39.5,2.6,2.8
"DZA",1992,37.2,39.4,2.6,2.8
"DZA",1993,37.1,39.3,2.6,2.7
"DZA",1994,37,39.1,2.5,2.7
"DZA",1995,36.9,39,2.4,2.6
"DZA",1996,36.8,38.9,2.5,2.7
"DZA",1997,36.7,38.7,2.6,2.8
"DZA",1998,36.6,38.5,2.6,2.8
"DZA",1999,36.5,38.4,2.7,2.9
"DZA",2000,36.3,38.3,2.7,2.9
"DZA",2001,36.2,38.2,2.7,2.9
"DZA",2002,36.1,38,2.7,2.9
"DZA",2003,36,37.9,2.8,3
"DZA",2004,35.9,37.8,2.9,3
"DZA",2005,35.8,37.7,2.9,3.1
"DZA",2006,35.6,37.5,2.9,3.1
"DZA",2007,35.5,37.3,3,3.1
"DZA",2008,35.4,37.1,3,3.3
"DZA",2009,35.2,37,3.1,3.3
"DZA",2010,35.1,36.8,3.2,3.3
"DZA",2011,35,36.7,3.2,3.4
"ECU",1994,49,49.6,1.6,3.2
"ECU",1995,49.1,49.7,1.4,3
"ECU",1996,49.2,49.8,1.4,3
"ECU",1997,49.4,49.9,1.3,2.9
"ECU",1998,49.5,50,1.2,2.8
"ECU",1999,49.8,50.1,1.2,2.7
"ECU",2000,49.7,50,1.3,2.7
"ECU",2001,49.4,49.7,1.3,2.7
"ECU",2002,49,49.5,1.3,2.7
"ECU",2003,48.7,49.2,1.2,2.5
"ECU",2004,48.4,48.9,1.1,2.6
"ECU",2005,47.9,48.5,1.1,2.5
"ECU",2006,47.4,48.1,1.1,2.5
"ECU",2007,46.8,47.5,1.1,2.5
"ECU",2008,45.9,46.9,1.1,2.5
"ECU",2009,45.1,46.3,1.1,2.5
"ECU",2010,44.3,45.7,1.1,2.5
"ECU",2011,43.6,45.1,1.1,2.4
"ECU",2012,43,44.7,1.1,2.4
"ECU",2013,42.7,44.4,1.1,2.4
"ECU",2014,42.3,44.1,1.1,2.4
"ECU",2015,42.1,43.9,1.2,2.5
"ECU",2016,42,43.8,1.3,2.5
"ECU",2017,41.9,43.7,1.5,2.7
"ECU",2018,42,43.8,1.6,2.9
"EGY",1986,39,43.1,2.1,2.9
"EGY",1987,39.2,43.3,2.1,2.9
"EGY",1988,39.4,43.5,2,2.9
"EGY",1989,39.6,43.7,1.9,2.8
"EGY",1990,39.8,44,1.8,2.7
"EGY",1991,40,44.1,1.8,2.6
"EGY",1992,40.2,44.3,1.8,2.6
"EGY",1993,40.4,44.5,1.8,2.5
"EGY",1994,40.5,44.7,1.7,2.4
"EGY",1995,40.7,44.9,1.6,2.3
"EGY",1996,41,45.1,1.6,2.3
"EGY",1997,41.3,45.4,1.5,2.3
"EGY",1998,41.5,45.6,1.6,2.2
"EGY",1999,41.6,45.8,1.6,2.2
"EGY",2000,41.8,46,1.6,2.1
"EGY",2001,41.8,46,1.7,2.2
"EGY",2002,41.6,46.1,1.7,2.2
"EGY",2003,41.5,46.1,1.6,2.2
"EGY",2004,41.4,46.1,1.6,2.1
"EGY",2005,41.4,46.1,1.5,2
"EGY",2006,41.5,46.3,1.5,1.9
"EGY",2007,41.5,46.5,1.5,1.8
"EGY",2008,41.5,46.6,1.4,1.7
"EGY",2009,41.9,47,1.3,1.7
"EGY",2010,42.4,47.5,1.3,1.5
"EGY",2011,43.1,48.2,1.3,1.3
"EGY",2012,43.8,48.9,1.2,1.1
"EGY",2013,43.6,48.7,1.4,1.5
"EGY",2014,43.4,48.5,1.5,1.7
"EGY",2015,43.2,48.4,1.6,1.9
"EGY",2016,43.1,48.2,1.8,2.2
"EGY",2017,43,48.1,1.9,2.3
"ESP",1986,30.4,42.8,0.8,1.2
"ESP",1987,29.8,42.6,0.8,1.1
"ESP",1988,29.4,42.4,0.8,1.1
"ESP",1989,29.2,42.3,0.7,0.9
"ESP",1990,29.7,42.5,0.6,0.7
"ESP",1991,29.8,43.1,0.7,1
"ESP",1992,30.1,43.9,0.7,1.1
"ESP",1993,31,44.9,0.7,1.1
"ESP",1994,31.7,45.9,0.7,1
"ESP",1995,32.5,46.9,0.7,1
"ESP",1996,32.1,46.5,0.7,1
"ESP",1997,31.9,46.1,0.7,1.1
"ESP",1998,31.3,45.5,0.6,1
"ESP",1999,30.9,45.1,0.7,1
"ESP",2000,30.8,45,0.7,0.9
"ESP",2001,30.1,44.3,0.7,1
"ESP",2002,29.9,44,0.7,1
"ESP",2003,30.5,44.2,0.7,1
"ESP",2004,31.2,44.5,0.6,0.8
"ESP",2005,31.2,44.9,0.7,0.9
"ESP",2006,31.2,45.4,0.7,0.9
"ESP",2007,31.3,45.7,0.6,0.7
"ESP",2008,31.8,47.1,0.7,0.9
"ESP",2009,32.9,48.8,0.7,0.9
"ESP",2010,33.4,49.9,0.6,0.8
"ESP",2011,33.5,50.2,0.7,0.9
"ESP",2012,33,50,0.7,0.9
"ESP",2013,33.4,50.7,0.6,0.8
"ESP",2014,32.8,50,0.7,0.9
"ESP",2015,33.8,50.9,0.7,0.9
"ESP",2016,33.9,51.2,0.7,0.9
"ESP",2017,34.1,51.1,0.8,1.1
"EST",1988,28.7,44.1,1.5,2.3
"EST",1989,29.1,44.5,1.4,2.2
"EST",1990,29.7,45.1,1.4,2
"EST",1991,30.6,45.9,1.4,1.9
"EST",1992,31.7,46.7,1.3,1.9
"EST",1993,32.6,47.4,1.2,1.8
"EST",1994,33.2,47.8,1.1,1.6
