COUNTRY,COUNTRY ABBREV,CCODE,YEAR,ISOCODE,TOTGEN,UEGEN,SKGEN,PGEN,APWWage,US100,UC1000,SS100,SC1000,MPS100,MPC1000,SPS100,SPC1000,UEQUAL,UEDUR,UEWAIT,UECOV,SICKQUAL,SICKDUR,SICKWAIT,SICKCOV,PQUAL,PFUND,AVGPER,PENCOV,MRET,FRET,LEXP65
"France",FRA,7,1990,250,39.1,12.4,12.2,14.5,102000,,,0.639,0.642,0.453,0.685,0.597,0.725,104,195,0,0.81,52,156,3,0.99,37.5,0.4,10,1,60,60,17.85
"France",FRA,7,1991,250,38.8,12.1,12.2,14.5,106200,0.725,0.721,0.635,0.638,0.45,0.681,0.591,0.71,104,195,0,0.81,52,156,3,0.99,37.5,0.4,10,1,60,60,18.1
"France",FRA,7,1992,250,38.8,12.1,12.2,14.5,110100,0.726,0.722,0.641,0.644,0.447,0.676,0.594,0.725,104,195,0,0.81,52,156,3,0.99,37.5,0.4,10,1,60,60,18.1
"France",FRA,7,1993,250,37.3,10.2,12.3,14.8,113200,0.73,0.727,0.647,0.65,0.454,0.685,0.598,0.745,61,39,7,0.82,52,156,3,0.99,37.5,0.4,10,1,60,60,18.45
"France",FRA,7,1994,250,37.3,10.3,12.3,14.7,115800,0.733,0.724,0.649,0.648,0.456,0.691,0.604,0.723,61,39,7,0.83,52,156,3,0.99,37.5,0.4,11,1,60,60,18.35
"France",FRA,7,1995,250,37.3,10.4,12.3,14.6,118400,0.74,0.73,0.649,0.648,0.451,0.685,0.603,0.704,61,39,7,0.83,52,156,3,0.99,37.5,0.4,12,1,60,60,18.4
"France",FRA,7,1996,250,37.6,10.4,12.3,14.9,121000,0.743,0.732,0.652,0.65,0.465,0.713,0.609,0.708,61,39,7,0.83,52,156,3,0.99,37.5,0.4,13,1,60,60,18.6
"France",FRA,7,1997,250,36.9,10.4,12.2,14.3,132520,0.725,0.715,0.646,0.639,0.431,0.658,0.562,0.651,61,39,7,0.84,52,156,3,0.99,37.5,0.4,14,1,60,60,18.65
"France",FRA,7,1998,250,36.5,10.2,12.1,14.3,132200,0.697,0.687,0.624,0.619,0.433,0.662,0.553,0.632,61,39,7,0.84,52,156,3,0.99,37.5,0.4,15,1,60,60,18.75
"France",FRA,7,1999,250,36.7,10.3,12.1,14.3,136300,0.696,0.686,0.627,0.621,0.432,0.658,0.547,0.63,61,39,7,0.85,52,156,3,0.99,37.5,0.4,16,1,60,60,18.95
"France",FRA,7,2000,250,37.3,10.6,12.2,14.5,136500,0.701,0.694,0.624,0.621,0.43,0.663,0.571,0.66,61,39,7,0.87,52,156,3,1,37.5,0.4,17,1,60,60,19.15
"France",FRA,7,2001,250,36.7,10.5,12.2,14,140333,0.688,0.694,0.622,0.621,0.403,0.627,0.536,0.598,61,39,7,0.87,52,156,3,1,37.5,0.4,18,1,60,60,19.25
"France",FRA,7,2002,250,37.9,11.5,12.3,14.2,21978,0.696,0.7,0.637,0.626,0.423,0.65,0.553,0.634,61,130,7,0.87,52,156,3,1,40,0.4,19,1,60,60,19.2
"France",FRA,7,2003,250,38,11.4,12.3,14.4,22533,0.708,0.704,0.637,0.63,0.421,0.649,0.556,0.619,61,100,7,0.87,52,156,3,1,40,0.4,20,1,60,60,19.9
"France",FRA,7,2004,250,38,11.3,12.3,14.3,23087,0.706,0.704,0.635,0.629,0.417,0.645,0.557,0.633,61,100,7,0.87,52,156,3,1,40,0.4,21,1,60,60,19.85
"France",FRA,7,2005,250,38.1,11.3,12.3,14.5,23542,0.704,0.702,0.634,0.627,0.418,0.651,0.556,0.635,61,100,7,0.87,52,156,3,1,40,0.4,22,1,60,60,20.2
"France",FRA,7,2006,250,38.1,11.4,12.3,14.5,24166,0.715,0.702,0.645,0.627,0.415,0.646,0.554,0.62,61,100,7,0.87,52,156,3,1,40,0.4,23,1,60,60,20.3
"France",FRA,7,2007,250,38.1,11.4,12.3,14.5,24753,0.708,0.697,0.637,0.623,0.41,0.641,0.549,0.644,69,100,7,0.88,52,156,3,,40,0.4,24,1,60,60,20.35
"France",FRA,7,2008,250,37.9,11.3,12.3,14.4,25378,0.707,0.696,0.638,0.623,0.405,0.633,0.552,0.6,69,100,7,0.87,52,156,3,,40,0.4,25,1,60,60,20.5
"France",FRA,7,2009,250,37.9,11.1,12.3,14.6,25520,0.708,0.694,0.637,0.623,0.429,0.665,0.549,0.596,104,104,7,0.87,52,156,3,,40.25,0.4,25,1,60,60,20.575
"France",FRA,7,2010,250,38,11.1,12.3,14.6,25826,0.708,0.697,0.637,0.623,0.445,0.66,0.556,0.583,104,104,7,,52,156,3,,40.5,0.4,25,1,60,60,20.67
"France",FRA,7,2011,250,,11.1,12.3,,,0.706,0.696,0.638,0.623,,,,,104,104,7,,52,156,3,,40.75,0.4,25,,61,61,
"Germany",DEU,8,1970,276,,,,,15980,,,,,,,,,,,,0.81,,,,0.85,45,0.5,45,,,,13.4
"Germany",DEU,8,1971,276,33.4,11.1,14,8.3,16308,0.625,0.634,0.91,0.9,0.18,0.292,0.688,0.618,104,52,0,0.86,0,78,0,0.87,45,0.5,45,,65,60,13.6
"Germany",DEU,8,1972,276,33.6,11.2,14,8.3,17979,0.625,0.633,0.91,0.9,0.184,0.298,0.683,0.614,104,52,0,0.87,0,78,0,0.87,45,0.5,45,,65,60,13.65
"Germany",DEU,8,1973,276,34.1,11.4,14.2,8.5,19760,0.625,0.632,0.91,0.9,0.19,0.302,0.649,0.573,104,52,0,0.88,0,78,0,0.88,45,0.5,45,0.82,63,60,13.8
"Germany",DEU,8,1974,276,34.4,11.5,14.2,8.7,21553,0.625,0.658,0.91,0.9,0.197,0.313,0.665,0.586,104,52,0,0.88,0,78,0,0.88,45,0.5,45,,63,60,13.9
"Germany",DEU,8,1975,276,34.5,11.9,14.2,8.5,23210,0.68,0.705,0.91,0.9,0.188,0.292,0.657,0.568,104,52,0,0.88,0,78,0,0.88,45,0.5,45,,63,60,13.7
"Germany",DEU,8,1976,276,35.2,11.9,14.5,8.8,24858,0.68,0.703,0.96,0.95,0.195,0.297,0.711,0.603,104,52,0,0.88,0,78,0,0.88,45,0.5,45,,63,60,13.95
"Germany",DEU,8,1977,276,35.3,11.8,14.5,9.1,26529,0.68,0.702,0.96,0.95,0.191,0.296,0.729,0.627,104,52,0,0.87,0,78,0,0.88,45,0.5,45,,63,60,14.4
"Germany",DEU,8,1978,276,35.6,11.9,14.7,9.1,28114,0.68,0.702,0.96,0.95,0.182,0.282,0.755,0.65,104,52,0,0.88,0,78,0,0.89,45,0.5,45,0.86,63,60,14.3
"Germany",DEU,8,1979,276,35.9,12,14.8,9,29717,0.68,0.703,0.96,0.95,0.175,0.269,0.742,0.633,104,52,0,0.89,0,78,0,0.9,45,0.5,45,,63,60,14.5
"Germany",DEU,8,1980,276,35.8,12,14.8,9,31324,0.68,0.703,0.96,0.95,0.175,0.267,0.736,0.626,104,52,0,0.89,0,78,0,0.9,45,0.5,45,,63,60,14.55
"Germany",DEU,8,1981,276,35.8,12,14.8,9,32931,0.68,0.702,0.96,0.95,0.177,0.268,0.733,0.616,104,52,0,0.89,0,78,0,0.9,45,0.5,45,,63,60,14.65
"Germany",DEU,8,1982,276,35.6,11.7,14.7,9.2,34143,0.68,0.701,0.957,0.955,0.179,0.27,0.76,0.636,104,52,0,0.87,0,78,0,0.89,45,0.5,45,,63,60,14.8
"Germany",DEU,8,1983,276,35.2,11.4,14.7,9.1,35355,0.68,0.7,0.96,0.955,0.177,0.262,0.741,0.611,156,52,0,0.86,0,78,0,0.89,45,0.5,45,0.88,63,60,14.95
"Germany",DEU,8,1984,276,35.5,11.3,14.9,9.3,36483,0.63,0.7,0.964,0.956,0.177,0.263,0.765,0.63,156,52,0,0.87,0,78,0,0.9,45,0.5,45,0.9,63,60,15.25
"Germany",DEU,8,1985,276,35.7,11.3,14.9,9.5,37611,0.63,0.7,0.968,0.957,0.183,0.272,0.802,0.661,156,52,0,0.87,0,78,0,0.9,45,0.5,45,,63,60,15.2
"Germany",DEU,8,1986,276,35.9,11.5,14.9,9.5,38852,0.63,0.699,0.969,0.96,0.187,0.272,0.801,0.647,156,52,0,0.88,0,78,0,0.9,45,0.5,45,,63,60,15.3
"Germany",DEU,8,1987,276,36.2,11.6,14.9,9.7,40148,0.63,0.698,0.969,0.958,0.187,0.272,0.812,0.656,156,52,0,0.89,0,78,0,0.9,45,0.5,45,,63,60,15.65
"Germany",DEU,8,1988,276,36.2,11.6,14.9,9.7,41840,0.63,0.698,0.969,0.958,0.184,0.27,0.805,0.654,156,52,0,0.89,0,78,0,0.9,45,0.5,45,,63,60,15.75
"Germany",DEU,8,1989,276,36.2,11.8,14.7,9.7,43306,0.63,0.697,0.965,0.957,0.183,0.271,0.788,0.647,104,52,0,0.89,0,78,0,0.89,45,0.5,45,0.91,63,60,15.85
"Germany",DEU,8,1990,276,35.5,11.7,14.4,9.5,45208,0.63,0.698,0.931,0.934,0.18,0.266,0.761,0.627,104,52,0,0.88,0,78,0,0.88,45,0.5,45,,63,60,15.85
"Germany",DEU,8,1991,276,36.5,12.1,14.8,9.6,47648,0.63,0.699,0.933,0.933,0.181,0.27,0.763,0.63,104,52,0,0.91,0,78,0,0.91,45,0.5,45,,63,60,16.05
"Germany",DEU,8,1992,276,36.8,11.9,15.2,9.7,49904,0.63,0.699,0.937,0.939,0.188,0.267,0.763,0.603,104,52,0,0.9,0,78,0,0.93,45,0.5,45,,63,60,16.4
"Germany",DEU,8,1993,276,36.6,11.8,15,9.8,51257,0.63,0.699,0.938,0.94,0.189,0.273,0.768,0.617,104,52,0,0.89,0,78,0,0.92,45,0.5,45,,63,60,16.4
"Germany",DEU,8,1994,276,36.2,11.5,14.9,9.8,53512,0.6,0.689,0.941,0.941,0.188,0.271,0.768,0.617,104,52,0,0.88,0,78,0,0.91,45,0.5,45,0.94,63,60,16.65
"Germany",DEU,8,1995,276,36,11.4,14.9,9.7,56344,0.6,0.689,0.945,0.943,0.184,0.264,0.754,0.599,104,52,0,0.87,0,78,0,0.91,45,0.5,45,,63,60,16.75
"Germany",DEU,8,1996,276,35.9,11.3,14.9,9.7,57579,0.6,0.705,0.958,0.968,0.189,0.255,0.769,0.575,104,52,0,0.86,0,78,0,0.9,45,0.5,45,,63,60,16.85
"Germany",DEU,8,1997,276,35.4,11.2,14.3,9.9,58340,0.6,0.709,0.852,0.891,0.192,0.255,0.784,0.579,104,52,0,0.85,0,78,0,0.9,45,0.5,45,0.98,63,60,17.15
"Germany",DEU,8,1998,276,34.8,10.9,14,9.9,59549,0.6,0.708,0.853,0.89,0.19,0.254,0.771,0.573,104,52,0,0.83,0,78,0,0.88,45,0.5,45,0.98,63,60,17.35
"Germany",DEU,8,1999,276,35.5,11.1,14.5,9.9,60856,0.6,0.708,0.891,0.916,0.186,0.253,0.759,0.574,104,52,0,0.84,0,78,0,0.9,45,0.5,45,0.99,63,60,17.5
"Germany",DEU,8,2000,276,35.2,11.3,14.5,9.4,62377,0.6,0.713,0.895,0.915,0.18,0.238,0.733,0.539,104,52,0,0.86,0,78,0,0.9,45,0.5,45,1,64,61,17.7
"Germany",DEU,8,2001,276,34.9,11.2,14.5,9.2,63338,0.6,0.713,0.895,0.913,0.18,0.239,0.739,0.546,104,52,0,0.85,0,78,0,0.9,45,0.5,45,1,65,62,17.95
"Germany",DEU,8,2002,276,34.2,11.2,14.2,8.9,32902,0.6,0.716,0.895,0.907,0.178,0.233,0.731,0.533,104,52,0,0.85,0,78,0,0.88,45,0.5,45,0.99,65,63,17.9
"Germany",DEU,8,2003,276,33.5,11.1,13.8,8.6,33757,0.6,0.715,0.896,0.894,0.177,0.232,0.725,0.527,104,52,0,0.84,0,78,0,0.86,45,0.5,45,0.99,65,64,17.85
"Germany",DEU,8,2004,276,33,10.8,13.6,8.5,34088,0.6,0.713,0.894,0.893,0.173,0.227,0.705,0.515,104,52,0,0.82,0,78,0,0.85,45,0.5,45,,65,65,18.4
"Germany",DEU,8,2005,276,32.2,10.3,13.1,8.7,34625,0.6,0.713,0.891,0.893,0.198,0.262,0.686,0.505,104,52,0,0.78,0,78,0,0.82,45,0.5,45,,65,65,18.5
"Germany",DEU,8,2006,276,32,10.1,13,8.8,35027,0.6,0.713,0.897,0.897,0.198,0.262,0.682,0.501,104,52,0,0.77,0,78,0,0.81,45,0.5,45,,65,65,18.85
"Germany",DEU,8,2007,276,32,10.1,13,8.8,36056,0.6,0.712,0.893,0.893,0.193,0.259,0.671,0.5,104,52,0,0.77,0,78,0,0.81,45,0.5,45,,65,65,19.05
"Germany",DEU,8,2008,276,32.2,10.3,13.2,8.8,37041,0.6,0.711,0.896,0.894,0.19,0.256,0.658,0.493,104,52,0,0.78,0,78,0,0.82,45,0.5,45,,65,65,19.1
"Germany",DEU,8,2009,276,32.3,10.3,13.2,8.8,36772,0.6,0.713,0.896,0.895,0.193,0.259,0.66,0.491,104,52,0,0.78,0,78,0,0.82,45,0.5,45,,65,65,19.2
"Germany",DEU,8,2010,276,32,10,13.3,8.7,37354,0.6,0.717,0.879,0.899,0.185,0.25,0.635,0.476,104,52,0,0.76,0,78,0,0.83,45,0.5,45,,65,65,19.35
"Germany",DEU,8,2011,276,,10,13.3,,,0.6,0.715,0.877,0.898,0.178,0.242,0.613,0.463,104,52,0,,0,78,0,,45,0.5,45,,,,
"Ireland",IRL,9,1970,372,,,,,,,,,,,,,,,,,0.77,,,,0.67,,,,0.89,,,13.7
"Ireland",IRL,9,1971,372,,7.6,7.4,,1244,0.244,0.467,0.244,0.443,0.244,0.356,0.271,0.398,48,52,3,0.75,156,999,3,0.66,17,,0,0.92,70,70,13.7
"Ireland",IRL,9,1972,372,,7.8,7.5,,1412,0.24,0.449,0.24,0.427,0.225,0.341,0.267,0.391,48,52,3,0.78,156,999,3,0.68,18,,0,0.95,70,70,13.7
"Ireland",IRL,9,1973,372,22.3,7.7,7.4,7.1,1619,0.235,0.457,0.235,0.438,0.218,0.328,0.262,0.378,48,52,3,0.77,156,999,3,0.67,18,0.5,0,0.98,70,70,13.7
"Ireland",IRL,9,1974,372,22.4,7.8,7.3,7.2,1836,0.469,0.738,0.469,0.701,0.23,0.332,0.269,0.398,48,26,12,0.78,156,999,12,0.68,19,0.5,0,0.85,70,70,13.7
"Ireland",IRL,9,1975,372,23.4,8.2,7.7,7.5,2389,0.514,0.779,0.514,0.747,0.257,0.328,0.304,0.455,48,26,12,0.79,156,999,12,0.69,20,0.5,0,0.88,70,70,13.7
"Ireland",IRL,9,1976,372,24.2,9,7.8,7.4,2857,0.495,0.748,0.495,0.719,0.258,0.326,0.306,0.453,48,65,12,0.82,156,999,12,0.71,21,0.5,0,0.9,70,70,13.7
"Ireland",IRL,9,1977,372,23.3,8.5,7.4,7.4,3351,0.447,0.704,0.447,0.677,0.253,0.326,0.321,0.451,48,65,12,0.81,156,999,12,0.7,22,0.5,0,0.93,70,70,13.7
"Ireland",IRL,9,1978,372,23.1,8.5,7.4,7.2,3847,0.425,0.68,0.425,0.657,0.254,0.318,0.32,0.439,48,65,12,0.82,156,999,12,0.71,23,0.5,0,0.93,70,70,13.7
"Ireland",IRL,9,1979,372,24.6,8.9,7.5,8.2,4432,0.598,0.817,0.598,0.817,0.279,0.321,0.325,0.442,48,65,14,0.78,156,999,14,0.67,24,0.3,0,0.86,70,70,13.9
"Ireland",IRL,9,1980,372,25.8,9.3,7.7,8.8,5164,0.588,0.822,0.588,0.822,0.31,0.363,0.362,0.492,48,65,14,0.82,156,999,14,0.69,25,0.29,0,0.86,70,70,14.15
"Ireland",IRL,9,1981,372,26.7,9.4,8,9.2,6026,0.539,0.786,0.539,0.786,0.335,0.4,0.393,0.543,48,65,14,0.86,156,999,14,0.74,26,0.28,0,0.87,70,70,14.2
"Ireland",IRL,9,1982,372,28.9,10.3,8.7,9.9,6809,0.598,0.847,0.596,0.847,0.401,0.467,0.466,0.634,48,65,12,,156,999,12,,27,0.33,0,0.88,70,70,14.25
"Ireland",IRL,9,1983,372,26.5,9.1,7.9,9.5,7606,0.481,0.718,0.479,0.718,0.38,0.437,0.439,0.593,48,65,12,0.85,156,999,12,0.73,28,0.33,0,0.87,70,70,14.3
"Ireland",IRL,9,1984,372,25.4,8.2,7.4,9.8,8443,0.475,0.715,0.475,0.715,0.391,0.451,0.452,0.612,48,65,18,0.84,156,999,18,0.72,29,,0,1,65,65,14.35
"Ireland",IRL,9,1985,372,25.9,8.3,7.5,10.1,9038,0.486,0.732,0.486,0.732,0.395,0.454,0.457,0.617,48,65,18,0.84,156,999,18,0.72,30,0.41,0,1,65,65,14.4
"Ireland",IRL,9,1986,372,25.4,8.1,7.1,10.2,9728,0.462,0.697,0.462,0.697,0.388,0.446,0.447,0.606,48,65,18,,,999,18,,30,,0,0.89,65,65,14.3
"Ireland",IRL,9,1987,372,24.6,7.5,6.8,10.2,10192,0.387,0.633,0.385,0.633,0.392,0.45,0.452,0.611,48,65,18,,208,999,18,,31,0.39,0,0.89,65,65,14.85
"Ireland",IRL,9,1988,372,24.4,7.4,6.8,10.1,10654,0.37,0.614,0.367,0.614,0.38,0.445,0.439,0.604,48,65,18,0.84,208,999,18,0.73,32,,0,0.9,65,65,14.9
"Ireland",IRL,9,1989,372,24.3,7.4,7,10,11053,0.36,0.595,0.358,0.642,0.369,0.437,0.427,0.594,48,65,18,0.85,208,999,18,0.74,33,0.35,0,0.9,65,65,14.8
"Ireland",IRL,9,1990,372,24.2,7.3,6.9,9.9,11519,0.352,0.586,0.35,0.635,0.361,0.429,0.417,0.584,48,65,18,,,999,18,,34,0.35,0,0.94,65,65,15.15
"Ireland",IRL,9,1991,372,24.1,7.3,6.9,10,12008,0.35,0.589,0.349,0.641,0.367,0.435,0.42,0.586,48,65,18,,260,999,18,,35,0.35,0,0.88,65,65,15.25
"Ireland",IRL,9,1992,372,25.1,7.3,6.9,10.8,12532,0.338,0.581,0.372,0.634,0.358,0.432,0.41,0.573,39,65,18,,260,999,18,,36,,0,0.88,65,65,15.4
"Ireland",IRL,9,1993,372,24.2,6.5,6,11.7,13187,0.337,0.578,0.337,0.632,0.362,0.458,0.416,0.573,39,65,18,0.76,260,999,18,0.65,13,0.31,0,0.88,65,65,15.2
"Ireland",IRL,9,1994,372,24.7,6.7,6.3,11.7,13550,0.338,0.584,0.338,0.633,0.355,0.452,0.408,0.566,39,65,18,0.78,260,999,18,0.68,14,0.31,0,0.89,65,65,15.6
"Ireland",IRL,9,1995,372,25,7,6.5,11.5,13775,0.354,0.605,0.354,0.655,0.351,0.449,0.403,0.561,39,65,18,0.8,260,999,18,0.69,15,0.31,0,0.88,65,65,15.35
"Ireland",IRL,9,1996,372,32.6,10.4,10.8,11.4,14151,0.305,0.586,0.319,0.591,0.346,0.441,0.399,0.552,39,65,3,0.92,260,999,3,0.92,16,0.31,0,0.88,65,65,15.65
"Ireland",IRL,9,1997,372,33.8,11.1,11.4,11.3,14608,0.304,0.585,0.308,0.577,0.339,0.436,0.39,0.545,39,65,3,0.98,260,999,3,0.98,17,0.31,0,0.88,65,65,15.8
"Ireland",IRL,9,1998,372,33,10.7,11.1,11.2,15285,0.298,0.569,0.306,0.563,0.331,0.421,0.376,0.523,39,65,3,0.96,260,999,3,0.96,17,0.31,0,0.88,65,65,16
"Ireland",IRL,9,1999,372,33.4,11.1,11.4,10.9,16200,0.299,0.547,0.299,0.531,0.333,0.408,0.373,0.502,39,65,3,1,260,999,3,1,18,0.31,0,0.95,65,65,15.85
"Ireland",IRL,9,2000,372,33.1,10.8,11.2,11.2,17318,0.277,0.504,0.276,0.489,0.318,0.389,0.358,0.472,39,65,3,1.01,260,999,3,1.01,19,,0,0.98,65,65,16.3
"Ireland",IRL,9,2001,372,33.6,10.9,11.3,11.4,18715,0.286,0.525,0.282,0.508,0.339,0.444,0.374,0.528,39,65,3,1.01,260,999,3,1.01,20,,0,1,65,65,16.75
"Ireland",IRL,9,2002,372,34.1,11.1,11.4,11.6,25330,0.292,0.549,0.287,0.531,0.348,0.453,0.38,0.532,39,65,3,1.03,260,999,3,1.03,21,0.29,0,1.03,65,65,17.15
"Ireland",IRL,9,2003,372,34.2,11.1,11.4,11.8,26939,0.288,0.555,0.283,0.537,0.35,0.45,0.381,0.525,39,65,3,1.06,260,999,3,1.06,22,,0,1.06,65,65,17.45
"Ireland",IRL,9,2004,372,33.6,10.2,11.5,11.9,27291,0.305,0.581,0.298,0.562,0.365,0.468,0.395,0.542,260,65,3,1.07,260,999,3,1.07,23,0.3,0,1.02,65,65,17.9
"Ireland",IRL,9,2005,372,34,10.2,11.7,12.1,28241,0.311,0.587,0.314,0.584,0.338,0.435,0.391,0.54,260,65,3,1.07,260,999,3,1.07,24,,0,1.03,65,65,18.25
"Ireland",IRL,9,2006,372,34.8,10.6,11.9,12.3,29212,0.337,0.641,0.331,0.624,0.39,0.487,0.413,0.552,260,65,3,1.08,260,999,3,1.08,25,0.28,0,1.11,65,65,18.45
"Ireland",IRL,9,2007,372,36.1,11,12.1,12.9,30436,0.369,0.703,0.349,0.667,0.444,0.541,0.439,0.588,260,65,3,1.09,260,999,3,1.09,26,0.28,0,1.12,65,65,18.6
"Ireland",IRL,9,2008,372,36.2,10.9,12.1,13.2,31768,0.38,0.704,0.354,0.656,0.446,0.571,0.454,0.665,260,52,3,1.07,260,999,3,1.07,27,0.28,0,1.14,65,65,18.55
"Ireland",IRL,9,2009,372,35,11.1,10.5,13.4,31038,0.392,0.724,0.37,0.684,0.447,0.572,0.469,0.686,260,52,3,1.02,260,104,3,1.02,28,,0,1.15,65,65,18.9
"Ireland",IRL,9,2010,372,35.3,11.1,10.6,13.6,31524,0.394,0.736,0.363,0.713,0.466,0.598,0.489,0.717,260,52,3,1.02,260,104,3,,29,0.34,0,1.16,65,65,19.6
"Ireland",IRL,9,2011,372,,10.9,10.3,,32012,0.37,0.705,0.368,0.617,0.46,0.602,0.483,0.722,260,52,3,,260,104,3,,30,,0,,65,65,
"Italy",ITA,10,1970,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Italy",ITA,10,1971,380,,3.5,8.6,,1574891,0.093,0.22,0.629,0.796,0.117,0.239,,,104,26,0,0.45,0,26,3,0.65,40,0.33,3,,60,55,14.75
"Italy",ITA,10,1972,380,,3.6,8.5,,1766018,0.083,0.197,0.624,0.788,0.105,0.399,,,104,26,0,0.47,0,26,3,0.65,40,0.33,3,,60,55,14.7
"Italy",ITA,10,1973,380,,3.4,8.7,,2107484,0.069,0.17,0.634,0.792,0.141,0.498,,,104,26,0,0.45,0,26,3,0.66,40,0.33,3,,60,55,14.65
"Italy",ITA,10,1974,380,,3.3,8.8,,2630353,0.056,0.141,0.624,0.787,0.146,0.305,,,104,26,0,0.45,0,26,3,0.67,40,0.33,3,,60,55,14.65
"Italy",ITA,10,1975,380,23.5,3.7,8.7,11.1,3263132,0.105,0.163,0.718,0.648,0.179,0.351,0.589,0.5,104,26,0,0.48,0,26,3,0.67,40,0.33,3,,60,55,14.55
"Italy",ITA,10,1976,380,24,3.6,8.8,11.6,3901246,0.089,0.159,0.72,0.681,0.184,0.361,0.657,0.566,104,26,0,0.48,0,26,3,0.67,40,0.33,3,,60,55,14.6
"Italy",ITA,10,1977,380,24.4,3.4,9.1,11.8,4920308,0.073,0.125,0.753,0.786,0.166,0.327,,,104,26,0,0.47,0,26,3,0.67,40,0.3,3,,60,55,14.9
"Italy",ITA,10,1978,380,24.5,3.4,9,12.1,5641654,0.065,0.126,0.753,0.75,0.176,0.322,,,104,26,0,0.47,0,26,3,0.67,40,0.3,3,,60,55,15.15
"Italy",ITA,10,1979,380,24.7,3.3,9,12.3,6683124,0.054,0.111,0.742,0.742,0.164,0.442,,,104,26,0,0.47,0,26,3,0.67,40,0.3,3,,60,55,15.3
"Italy",ITA,10,1980,380,24.9,3.3,9,12.6,8107344,0.047,0.125,0.778,0.719,0.188,0.336,,,104,26,0,0.46,0,26,3,0.67,40,0.3,3,,60,55,15.2
"Italy",ITA,10,1981,380,24.9,3.2,8.9,12.8,9932064,0.037,0.112,0.733,0.759,0.196,0.48,0.65,0.668,104,26,0,,0,26,3,0.66,40,0.3,3,,60,55,15.35
"Italy",ITA,10,1982,380,24.9,3.2,8.9,12.8,11400000,0.033,0.101,0.746,0.766,0.209,0.377,0.699,0.723,104,26,0,,0,26,3,0.66,40,0.3,5,,60,55,15.55
"Italy",ITA,10,1983,380,25.3,2.6,8.9,13.9,11900000,0.031,0.126,0.731,0.816,0.249,0.516,0.755,0.777,104,26,7,,0,26,3,0.65,40,0.3,5,,60,55,15.55
"Italy",ITA,10,1984,380,25,2.6,8.7,13.7,13400000,0.029,0.138,0.75,0.789,0.248,0.501,0.81,0.699,104,26,7,,0,26,3,0.64,40,0.3,5,,60,55,15.6
"Italy",ITA,10,1985,380,25.7,2.6,8.8,14.3,16700000,0.024,0.145,0.757,0.825,0.304,0.603,0.753,0.671,104,26,7,,0,26,3,0.64,40,0.3,5,,60,55,16
"Italy",ITA,10,1986,380,26.2,2.7,8.8,14.7,17700000,0.023,0.204,0.77,0.89,0.297,0.572,0.834,0.76,104,26,7,,0,26,3,0.63,40,0.3,5,1,60,55,16.15
"Italy",ITA,10,1987,380,26.5,2.7,8.9,15,19100000,0.021,0.177,0.768,0.899,0.289,0.582,0.84,0.807,104,26,7,,0,26,3,0.63,40,0.3,5,0.99,60,55,16.6
"Italy",ITA,10,1988,380,26,2.6,8.7,14.7,20400000,0.02,0.156,0.766,0.839,0.28,0.533,0.843,0.767,104,26,7,,0,26,3,0.63,40,0.3,5,,60,55,16.7
"Italy",ITA,10,1989,380,27.1,3.4,8.7,15,22300000,0.205,0.306,0.761,0.83,0.305,0.577,0.835,0.766,104,26,7,,0,26,3,0.63,40,0.3,5,0.99,60,55,17
"Italy",ITA,10,1990,380,26.3,3.3,8.7,14.3,25900000,0.2,0.286,0.737,0.8,0.269,0.515,0.768,0.718,104,26,7,,0,26,3,0.64,40,0.3,5,,60,55,17.05
"Italy",ITA,10,1991,380,26.5,3.3,8.7,14.5,27300000,0.201,0.282,0.74,0.801,0.269,0.513,0.802,0.752,104,26,7,,0,26,3,0.64,40,0.3,5,0.99,60,55,17.15
"Italy",ITA,10,1992,380,27.4,3.6,8.9,15,28300000,0.27,0.34,0.746,0.805,0.276,0.524,0.847,0.794,104,26,7,,0,26,3,0.65,40,0.3,5,,60,55,17.45
"Italy",ITA,10,1993,380,27.8,3.6,8.8,15.5,28100000,0.27,0.339,0.752,0.812,0.287,0.542,0.921,0.86,104,26,7,,0,26,3,0.64,40,0.3,5,1,60,55,17.55
"Italy",ITA,10,1994,380,27.5,3.6,8.7,15.2,31000000,0.273,0.337,0.749,0.805,0.268,0.51,0.887,0.834,104,26,7,,0,26,3,0.64,40,0.3,5,,60,55,17.65
"Italy",ITA,10,1995,380,26.8,3.6,8.6,14.6,34100000,0.276,0.343,0.748,0.817,0.253,0.493,0.857,0.811,104,26,7,,0,26,3,0.63,40,0.3,5,1,61,56,17.85
"Italy",ITA,10,1996,380,27.5,4.3,8.7,14.5,35800000,0.399,0.53,0.749,0.869,0.253,0.479,0.903,0.839,104,26,7,,0,26,3,0.63,40,0.3,5,,62,57,18.1
"Italy",ITA,10,1997,380,26.5,4.2,8.7,13.6,38100000,0.4,0.515,0.753,0.843,0.24,0.444,0.842,0.766,104,26,7,,0,26,3,0.63,40,0.3,5,,63,58,18.2
"Italy",ITA,10,1998,380,26.5,4.2,8.7,13.6,38900000,0.398,0.504,0.75,0.832,0.239,0.436,0.848,0.766,104,26,7,,0,26,3,0.63,40,0.3,5,0.99,63,58,18.25
